,date,hour_of_day,S_wait_time,SE_wait_time
786,2015-02-25,16.0,55.83,5.0
787,2015-02-25,17.0,53.46,5.0
788,2015-02-25,18.0,55.83,5.0
789,2015-02-25,19.0,47.08,5.0
790,2015-02-25,20.0,28.75,5.0
793,2015-02-26,9.0,26.54,6.54
794,2015-02-26,10.0,65.0,21.67
795,2015-02-26,11.0,66.67,28.33
796,2015-02-26,12.0,62.08,22.5
797,2015-02-26,13.0,56.67,25.0
798,2015-02-26,14.0,55.83,20.0
799,2015-02-26,15.0,53.33,7.92
800,2015-02-26,16.0,63.75,14.62
801,2015-02-26,17.0,56.67,12.31
802,2015-02-26,18.0,53.33,9.58
803,2015-02-26,19.0,48.75,5.0
804,2015-02-26,20.0,30.0,5.0
807,2015-02-27,9.0,35.71,5.0
808,2015-02-27,10.0,66.67,17.08
809,2015-02-27,11.0,60.67,25.83
810,2015-02-27,12.0,66.15,30.0
811,2015-02-27,13.0,70.83,20.0
812,2015-02-27,14.0,57.5,10.83
813,2015-02-27,15.0,66.92,15.0
814,2015-02-27,16.0,69.29,13.21
815,2015-02-27,17.0,64.29,12.5
816,2015-02-27,18.0,65.0,10.0
817,2015-02-27,19.0,57.08,10.0
818,2015-02-27,20.0,46.15,7.92
823,2015-02-28,9.0,28.46,5.83
824,2015-02-28,10.0,65.33,25.0
825,2015-02-28,11.0,69.17,30.0
826,2015-02-28,12.0,64.58,25.83
827,2015-02-28,13.0,59.17,16.67
828,2015-02-28,14.0,80.0,12.5
829,2015-02-28,15.0,53.93,10.0
830,2015-02-28,16.0,52.69,12.31
831,2015-02-28,17.0,60.0,11.25
832,2015-02-28,18.0,45.83,5.0
833,2015-02-28,19.0,40.42,5.0
834,2015-02-28,20.0,33.33,5.0
837,2015-03-01,9.0,13.08,11.54
838,2015-03-01,10.0,75.42,22.5
839,2015-03-01,11.0,62.31,24.17
840,2015-03-01,12.0,53.08,18.75
841,2015-03-01,13.0,45.42,15.83
842,2015-03-01,14.0,62.5,8.33
843,2015-03-01,15.0,55.42,20.83
844,2015-03-01,16.0,53.75,10.42
845,2015-03-01,17.0,51.25,11.36
846,2015-03-01,18.0,46.25,5.0
847,2015-03-01,19.0,45.38,5.0
848,2015-03-01,20.0,25.0,5.0
851,2015-03-02,9.0,25.0,12.69
852,2015-03-02,10.0,46.25,21.25
853,2015-03-02,11.0,68.33,26.54
854,2015-03-02,12.0,55.83,35.42
855,2015-03-02,13.0,42.92,9.17
856,2015-03-02,14.0,42.08,13.75
857,2015-03-02,15.0,45.83,5.0
858,2015-03-02,16.0,43.33,5.0
859,2015-03-02,17.0,39.58,5.0
860,2015-03-02,18.0,40.42,5.0
861,2015-03-02,19.0,38.33,5.0
862,2015-03-02,20.0,22.92,5.0
866,2015-03-03,9.0,33.85,12.5
867,2015-03-03,10.0,56.92,28.08
868,2015-03-03,11.0,56.54,41.67
869,2015-03-03,12.0,48.33,21.67
870,2015-03-03,13.0,42.5,16.25
871,2015-03-03,14.0,39.17,17.08
872,2015-03-03,15.0,39.58,9.58
873,2015-03-03,16.0,49.17,10.0
874,2015-03-03,17.0,50.0,7.5
875,2015-03-03,18.0,36.67,5.0
876,2015-03-03,19.0,40.83,5.0
877,2015-03-03,20.0,25.42,5.0
880,2015-03-04,9.0,46.15,10.83
881,2015-03-04,10.0,58.21,22.5
882,2015-03-04,11.0,55.0,30.0
883,2015-03-04,12.0,65.0,15.0
884,2015-03-04,13.0,47.5,10.0
885,2015-03-04,14.0,42.5,10.0
886,2015-03-04,15.0,47.5,10.0
887,2015-03-04,16.0,45.83,8.85
888,2015-03-04,17.0,43.33,5.0
889,2015-03-04,18.0,44.29,5.0
890,2015-03-04,19.0,44.58,5.0
891,2015-03-04,20.0,32.08,5.0
894,2015-03-05,9.0,32.86,7.31
895,2015-03-05,10.0,65.36,19.62
896,2015-03-05,11.0,69.23,25.0
897,2015-03-05,12.0,54.58,25.0
898,2015-03-05,13.0,50.71,15.83
899,2015-03-05,14.0,54.17,10.42
900,2015-03-05,15.0,48.33,10.77
901,2015-03-05,16.0,57.08,11.67
902,2015-03-05,17.0,64.58,10.0
903,2015-03-05,18.0,47.5,7.08
904,2015-03-05,19.0,45.0,5.0
905,2015-03-05,20.0,27.92,5.0
908,2015-03-06,9.0,30.83,8.33
909,2015-03-06,10.0,65.83,28.33
910,2015-03-06,11.0,71.92,30.0
911,2015-03-06,12.0,62.14,22.5
912,2015-03-06,13.0,70.38,17.08
913,2015-03-06,14.0,53.75,16.25
914,2015-03-06,15.0,60.36,13.46
915,2015-03-06,16.0,75.42,16.25
916,2015-03-06,17.0,66.25,10.83
917,2015-03-06,18.0,52.5,6.54
918,2015-03-06,19.0,49.17,10.0
919,2015-03-06,20.0,46.15,5.0
924,2015-03-07,9.0,48.0,6.15
925,2015-03-07,10.0,53.57,25.71
926,2015-03-07,11.0,73.85,33.33
927,2015-03-07,12.0,81.25,35.0
928,2015-03-07,13.0,71.25,25.0
929,2015-03-07,14.0,62.31,16.67
930,2015-03-07,15.0,82.08,21.92
931,2015-03-07,16.0,74.17,22.5
932,2015-03-07,17.0,68.46,21.67
933,2015-03-07,18.0,82.5,20.83
934,2015-03-07,19.0,52.5,20.0
935,2015-03-07,20.0,37.92,10.83
938,2015-03-08,9.0,35.38,5.0
939,2015-03-08,10.0,56.92,18.33
940,2015-03-08,11.0,81.15,35.77
941,2015-03-08,12.0,69.29,30.0
942,2015-03-08,13.0,65.42,30.0
943,2015-03-08,14.0,118.75,18.33
944,2015-03-08,15.0,106.25,21.54
945,2015-03-08,16.0,103.33,25.0
946,2015-03-08,17.0,80.83,18.85
947,2015-03-08,18.0,74.17,15.0
948,2015-03-08,19.0,91.15,15.0
949,2015-03-08,20.0,56.25,9.58
952,2015-03-09,9.0,59.33,8.08
953,2015-03-09,10.0,101.54,33.33
954,2015-03-09,11.0,105.71,32.92
955,2015-03-09,12.0,138.46,39.17
956,2015-03-09,13.0,112.92,25.0
957,2015-03-09,14.0,90.83,18.08
958,2015-03-09,15.0,106.54,24.17
959,2015-03-09,16.0,109.62,20.0
960,2015-03-09,17.0,115.0,16.92
961,2015-03-09,18.0,94.58,15.0
962,2015-03-09,19.0,84.17,12.31
963,2015-03-09,20.0,60.42,6.67
966,2015-03-10,9.0,100.0,15.0
967,2015-03-10,10.0,112.5,33.75
968,2015-03-10,11.0,121.25,40.0
969,2015-03-10,12.0,115.83,39.23
970,2015-03-10,13.0,110.83,27.5
971,2015-03-10,14.0,110.0,20.0
972,2015-03-10,15.0,108.75,21.25
973,2015-03-10,16.0,105.0,21.67
974,2015-03-10,17.0,115.83,26.92
975,2015-03-10,18.0,93.46,16.25
976,2015-03-10,19.0,67.5,13.33
977,2015-03-10,20.0,50.42,5.42
980,2015-03-11,9.0,59.29,9.17
981,2015-03-11,10.0,58.85,25.83
982,2015-03-11,11.0,92.08,31.54
983,2015-03-11,12.0,66.54,39.23
984,2015-03-11,13.0,85.0,19.58
985,2015-03-11,14.0,68.75,13.75
986,2015-03-11,15.0,61.92,20.77
987,2015-03-11,16.0,67.08,25.0
988,2015-03-11,17.0,62.92,16.25
989,2015-03-11,18.0,50.0,5.0
990,2015-03-11,19.0,50.83,7.08
991,2015-03-11,20.0,36.25,5.42
994,2015-03-12,9.0,45.0,10.83
995,2015-03-12,10.0,72.92,26.67
996,2015-03-12,11.0,79.62,33.33
997,2015-03-12,12.0,75.45,30.0
998,2015-03-12,13.0,67.92,13.75
999,2015-03-12,14.0,67.92,17.5
1000,2015-03-12,15.0,69.58,19.17
1001,2015-03-12,16.0,80.42,20.0
1002,2015-03-12,17.0,74.58,16.54
1003,2015-03-12,18.0,62.31,7.5
1004,2015-03-12,19.0,54.58,5.0
1005,2015-03-12,20.0,45.83,5.42
1008,2015-03-13,9.0,60.0,15.0
1009,2015-03-13,10.0,67.0,35.0
1010,2015-03-13,11.0,91.67,31.67
1011,2015-03-13,12.0,88.33,33.85
1012,2015-03-13,13.0,78.08,20.77
1013,2015-03-13,14.0,86.92,23.33
1014,2015-03-13,15.0,76.67,22.5
1015,2015-03-13,16.0,74.58,25.0
1016,2015-03-13,17.0,80.0,25.0
1017,2015-03-13,18.0,68.75,15.0
1018,2015-03-13,19.0,69.58,17.08
1019,2015-03-13,20.0,49.23,6.25
1024,2015-03-14,9.0,51.67,7.5
1025,2015-03-14,10.0,74.58,35.0
1026,2015-03-14,11.0,90.0,35.0
1027,2015-03-14,12.0,137.31,35.0
1028,2015-03-14,13.0,66.25,30.0
1029,2015-03-14,14.0,72.92,23.33
1030,2015-03-14,15.0,86.25,21.67
1031,2015-03-14,16.0,82.92,25.0
1032,2015-03-14,17.0,77.08,22.08
1033,2015-03-14,18.0,81.25,15.0
1034,2015-03-14,19.0,70.0,11.25
1035,2015-03-14,20.0,51.67,8.85
1038,2015-03-15,9.0,38.67,14.09
1039,2015-03-15,10.0,104.58,33.46
1040,2015-03-15,11.0,86.67,33.46
1041,2015-03-15,12.0,81.67,45.0
1042,2015-03-15,13.0,79.17,30.83
1043,2015-03-15,14.0,80.83,25.0
1044,2015-03-15,15.0,86.67,22.5
1045,2015-03-15,16.0,77.08,24.62
1046,2015-03-15,17.0,75.77,21.54
1047,2015-03-15,18.0,88.33,16.25
1048,2015-03-15,19.0,61.25,15.42
1049,2015-03-15,20.0,50.0,10.83
1052,2015-03-16,9.0,67.65,17.86
1053,2015-03-16,10.0,122.5,37.92
1054,2015-03-16,11.0,100.0,50.0
1055,2015-03-16,12.0,113.93,45.83
1056,2015-03-16,13.0,88.33,29.62
1057,2015-03-16,14.0,82.92,25.0
1058,2015-03-16,15.0,102.92,25.0
1059,2015-03-16,16.0,100.83,25.0
1060,2015-03-16,17.0,105.0,28.75
1061,2015-03-16,18.0,84.58,18.33
1062,2015-03-16,19.0,60.83,17.92
1063,2015-03-16,20.0,66.67,8.46
1066,2015-03-17,9.0,91.67,22.08
1067,2015-03-17,10.0,105.83,38.08
1068,2015-03-17,11.0,112.08,51.25
1069,2015-03-17,12.0,115.0,64.58
1070,2015-03-17,13.0,90.38,31.25
1071,2015-03-17,14.0,92.08,30.0
1072,2015-03-17,15.0,101.67,30.0
1073,2015-03-17,16.0,94.17,30.0
1074,2015-03-17,17.0,90.0,26.67
1075,2015-03-17,18.0,91.67,19.17
1076,2015-03-17,19.0,78.33,16.67
1077,2015-03-17,20.0,58.33,11.67
1080,2015-03-18,9.0,71.92,12.08
1081,2015-03-18,10.0,92.69,44.23
1082,2015-03-18,11.0,92.14,39.62
1083,2015-03-18,12.0,110.0,45.0
1084,2015-03-18,13.0,94.58,27.5
1085,2015-03-18,14.0,87.69,34.29
1086,2015-03-18,15.0,85.0,25.38
1087,2015-03-18,16.0,105.83,28.33
1088,2015-03-18,17.0,90.83,35.0
1089,2015-03-18,18.0,67.08,30.0
1090,2015-03-18,19.0,80.0,10.83
1091,2015-03-18,20.0,47.08,10.0
1094,2015-03-19,9.0,54.17,11.67
1095,2015-03-19,10.0,83.33,30.0
1096,2015-03-19,11.0,99.29,43.93
1097,2015-03-19,12.0,86.25,36.67
1098,2015-03-19,13.0,89.58,35.0
1099,2015-03-19,14.0,83.33,20.83
1100,2015-03-19,15.0,92.08,30.0
1101,2015-03-19,16.0,93.33,24.58
1102,2015-03-19,17.0,79.58,20.38
1103,2015-03-19,18.0,75.42,15.42
1104,2015-03-19,19.0,60.83,8.08
1105,2015-03-19,20.0,51.67,5.0
1108,2015-03-20,9.0,71.43,7.73
1109,2015-03-20,10.0,93.21,43.46
1110,2015-03-20,11.0,98.33,45.0
1111,2015-03-20,12.0,82.5,40.38
1112,2015-03-20,13.0,80.83,20.42
1113,2015-03-20,14.0,89.58,27.27
1114,2015-03-20,15.0,88.85,28.33
1115,2015-03-20,16.0,99.17,30.0
1116,2015-03-20,17.0,80.0,23.93
1117,2015-03-20,18.0,78.75,14.58
1118,2015-03-20,19.0,70.38,25.77
1119,2015-03-20,20.0,53.75,13.75
1124,2015-03-21,9.0,37.08,13.33
1125,2015-03-21,10.0,74.17,30.0
1126,2015-03-21,11.0,82.5,45.0
1127,2015-03-21,12.0,76.92,42.92
1128,2015-03-21,13.0,81.0,30.0
1129,2015-03-21,14.0,82.92,22.08
1130,2015-03-21,15.0,77.08,25.0
1131,2015-03-21,16.0,91.25,25.0
1132,2015-03-21,17.0,91.15,24.17
1133,2015-03-21,18.0,76.54,25.0
1134,2015-03-21,19.0,73.75,16.25
1135,2015-03-21,20.0,53.75,15.0
1138,2015-03-22,9.0,44.58,11.67
1139,2015-03-22,10.0,81.33,35.0
1140,2015-03-22,11.0,84.17,45.0
1141,2015-03-22,12.0,75.83,51.43
1142,2015-03-22,13.0,87.86,29.17
1143,2015-03-22,14.0,84.23,25.42
1144,2015-03-22,15.0,68.75,20.83
1145,2015-03-22,16.0,72.08,25.0
1146,2015-03-22,17.0,84.17,25.0
1147,2015-03-22,18.0,80.0,21.54
1148,2015-03-22,19.0,75.0,20.0
1149,2015-03-22,20.0,44.58,8.33
1152,2015-03-23,9.0,60.77,13.33
1153,2015-03-23,10.0,119.29,26.25
1154,2015-03-23,11.0,105.0,34.62
1155,2015-03-23,12.0,129.17,35.83
1156,2015-03-23,13.0,125.0,20.0
1157,2015-03-23,14.0,122.92,16.54
1158,2015-03-23,15.0,116.25,26.25
1159,2015-03-23,16.0,125.0,26.54
1160,2015-03-23,17.0,161.92,16.25
1161,2015-03-23,18.0,149.23,21.43
1162,2015-03-23,19.0,114.17,13.75
1163,2015-03-23,20.0,67.5,7.5
1166,2015-03-24,9.0,58.08,16.67
1167,2015-03-24,10.0,90.0,48.33
1168,2015-03-24,11.0,137.31,50.77
1169,2015-03-24,12.0,108.75,36.67
1170,2015-03-24,13.0,95.42,31.67
1171,2015-03-24,14.0,95.77,24.17
1172,2015-03-24,15.0,125.0,28.33
1173,2015-03-24,16.0,134.23,27.69
1174,2015-03-24,17.0,103.33,24.58
1175,2015-03-24,18.0,87.92,25.42
1176,2015-03-24,19.0,94.62,26.25
1177,2015-03-24,20.0,86.79,11.15
1180,2015-03-25,9.0,47.86,11.43
1181,2015-03-25,10.0,64.71,28.33
1182,2015-03-25,11.0,88.85,41.79
1183,2015-03-25,12.0,82.92,32.5
1184,2015-03-25,13.0,84.23,27.08
1185,2015-03-25,14.0,72.92,21.25
1186,2015-03-25,15.0,80.0,20.0
1187,2015-03-25,16.0,97.92,14.17
1188,2015-03-25,17.0,76.54,15.42
1189,2015-03-25,18.0,55.0,8.75
1190,2015-03-25,19.0,62.08,8.08
1191,2015-03-25,20.0,48.33,5.0
1194,2015-03-26,9.0,44.17,13.33
1195,2015-03-26,10.0,78.33,27.5
1196,2015-03-26,11.0,91.25,38.85
1197,2015-03-26,12.0,83.33,37.5
1198,2015-03-26,13.0,85.83,28.18
1199,2015-03-26,16.0,105.0,
1202,2015-03-26,17.0,,25.0
1200,2015-03-26,18.0,75.0,
1201,2015-03-26,20.0,65.0,10.0
1203,2015-03-27,9.0,52.0,
1204,2015-03-27,10.0,90.0,
1209,2015-03-27,11.0,,45.0
1205,2015-03-27,14.0,95.0,25.0
1206,2015-03-27,15.0,120.0,
1207,2015-03-27,17.0,70.0,
1210,2015-03-27,18.0,,7.5
1211,2015-03-28,9.0,25.0,
1212,2015-03-28,10.0,110.0,
1213,2015-03-28,11.0,85.0,
1214,2015-03-28,12.0,125.0,45.0
1215,2015-03-28,13.0,75.0,45.0
1218,2015-03-28,14.0,,20.0
1216,2015-03-28,17.0,80.0,
1217,2015-03-28,18.0,87.5,20.0
1219,2015-03-28,20.0,,25.0
1220,2015-03-29,9.0,35.0,
1221,2015-03-29,10.0,128.33,
1225,2015-03-29,11.0,,45.0
1222,2015-03-29,12.0,120.0,
1223,2015-03-29,13.0,125.0,45.0
1224,2015-03-29,14.0,110.0,55.0
1226,2015-03-29,16.0,,35.0
1227,2015-03-29,19.0,,35.0
1228,2015-03-30,9.0,72.5,
1229,2015-03-30,10.0,110.0,55.0
1230,2015-03-30,11.0,198.75,
1231,2015-03-30,12.0,115.0,
1239,2015-03-30,14.0,,25.0
1232,2015-03-30,15.0,108.18,25.0
1233,2015-03-30,16.0,107.5,29.17
1234,2015-03-30,17.0,126.25,26.25
1235,2015-03-30,18.0,91.25,23.75
1236,2015-03-30,19.0,109.17,17.92
1237,2015-03-30,20.0,73.75,11.25
1241,2015-03-31,9.0,101.79,19.62
1242,2015-03-31,10.0,133.85,46.15
1243,2015-03-31,11.0,123.5,64.5
1244,2015-03-31,12.0,126.67,54.23
1245,2015-03-31,15.0,130.0,40.0
1246,2015-03-31,16.0,,22.5
1247,2015-03-31,19.0,,25.0
1248,2015-04-01,9.0,110.0,
1251,2015-04-01,10.0,,45.0
1249,2015-04-01,11.0,110.0,45.0
1250,2015-04-01,13.0,115.0,
1252,2015-04-02,9.0,120.0,
1253,2015-04-02,10.0,105.0,45.0
1254,2015-04-02,11.0,110.91,54.17
1255,2015-04-02,12.0,135.0,35.0
1256,2015-04-02,14.0,111.5,32.27
1257,2015-04-02,15.0,109.17,22.92
1258,2015-04-02,16.0,114.55,20.0
1259,2015-04-02,17.0,91.82,16.36
1260,2015-04-02,18.0,90.0,20.5
1261,2015-04-02,19.0,79.44,20.56
1262,2015-04-02,20.0,55.83,11.67
1265,2015-04-03,9.0,71.67,16.67
1266,2015-04-03,10.0,129.17,36.67
1267,2015-04-03,11.0,111.82,59.17
1268,2015-04-03,12.0,97.08,45.0
1269,2015-04-03,13.0,97.27,32.0
1270,2015-04-03,14.0,92.73,19.55
1271,2015-04-03,15.0,111.82,23.75
1272,2015-04-03,16.0,111.36,25.0
1273,2015-04-03,17.0,82.0,19.5
1274,2015-04-03,18.0,83.33,15.0
1275,2015-04-03,19.0,72.5,19.55
1276,2015-04-03,20.0,75.45,6.82
1280,2015-04-04,9.0,65.83,13.33
1281,2015-04-04,10.0,99.58,35.0
1282,2015-04-04,11.0,99.55,47.0
1283,2015-04-04,12.0,112.92,36.36
1284,2015-04-04,13.0,123.85,28.46
1285,2015-04-04,14.0,90.83,27.69
1286,2015-04-04,15.0,105.42,28.0
1287,2015-04-04,16.0,88.18,19.55
1288,2015-04-04,17.0,83.33,30.0
1289,2015-04-04,18.0,90.45,26.36
1290,2015-04-04,19.0,67.27,16.67
1291,2015-04-04,20.0,46.5,18.5
1294,2015-04-05,9.0,74.09,16.82
1295,2015-04-05,10.0,111.5,34.0
1296,2015-04-05,11.0,96.36,38.75
1297,2015-04-05,12.0,98.18,38.21
1298,2015-04-05,13.0,112.67,30.0
1299,2015-04-05,14.0,115.38,30.0
1300,2015-04-05,15.0,109.55,29.0
1301,2015-04-05,16.0,119.23,22.5
1302,2015-04-05,17.0,117.31,25.0
1303,2015-04-05,18.0,100.0,23.33
1304,2015-04-05,19.0,87.08,15.38
1305,2015-04-05,20.0,71.67,10.0
1308,2015-04-06,9.0,91.15,16.54
1309,2015-04-06,10.0,126.25,41.67
1310,2015-04-06,11.0,124.09,45.0
1311,2015-04-06,12.0,123.5,44.5
1312,2015-04-06,13.0,112.5,38.0
1313,2015-04-06,14.0,120.0,38.5
1314,2015-04-06,15.0,119.55,27.73
1315,2015-04-06,16.0,114.62,40.45
1316,2015-04-06,17.0,120.42,30.42
1317,2015-04-06,18.0,77.92,26.67
1318,2015-04-06,19.0,92.08,22.92
1319,2015-04-06,20.0,79.55,14.09
1323,2015-04-07,9.0,121.88,18.08
1324,2015-04-07,10.0,139.44,54.55
1325,2015-04-07,11.0,138.21,60.0
1326,2015-04-07,12.0,153.0,54.0
1327,2015-04-07,13.0,142.73,30.0
1328,2015-04-07,14.0,146.25,30.0
1329,2015-04-07,15.0,126.36,29.17
1330,2015-04-07,16.0,114.5,29.5
1331,2015-04-07,17.0,124.0,41.5
1332,2015-04-07,18.0,110.83,31.82
1333,2015-04-07,19.0,95.91,26.82
1334,2015-04-07,20.0,86.0,21.0
1337,2015-04-08,9.0,108.24,16.67
1338,2015-04-08,10.0,117.86,49.23
1339,2015-04-08,11.0,124.62,52.31
1340,2015-04-08,12.0,123.18,65.0
1341,2015-04-08,13.0,111.25,44.58
1342,2015-04-08,14.0,141.67,38.33
1343,2015-04-08,15.0,149.09,43.5
1344,2015-04-08,16.0,135.0,30.42
1345,2015-04-08,17.0,113.18,25.0
1346,2015-04-08,18.0,94.44,35.0
1347,2015-04-08,19.0,105.0,19.62
1348,2015-04-08,20.0,109.58,18.75
1350,2015-04-09,9.0,118.67,18.33
1351,2015-04-09,10.0,106.07,45.0
1352,2015-04-09,11.0,129.38,52.5
1353,2015-04-09,12.0,116.36,57.0
1354,2015-04-09,13.0,98.93,34.62
1355,2015-04-09,14.0,97.5,36.0
1356,2015-04-09,15.0,121.92,33.33
1357,2015-04-09,16.0,107.08,32.5
1358,2015-04-09,17.0,108.64,23.75
1359,2015-04-09,18.0,102.5,27.73
1360,2015-04-09,19.0,81.67,31.11
1361,2015-04-09,20.0,76.25,14.38
1365,2015-04-10,9.0,73.85,16.15
1366,2015-04-10,10.0,98.85,38.18
1367,2015-04-10,11.0,117.08,45.0
1368,2015-04-10,12.0,110.0,38.33
1369,2015-04-10,13.0,103.5,25.45
1370,2015-04-10,14.0,103.89,22.22
1371,2015-04-10,15.0,104.09,20.0
1372,2015-04-10,16.0,103.33,20.0
1373,2015-04-10,17.0,165.5,19.09
1374,2015-04-10,18.0,83.0,20.0
1375,2015-04-10,19.0,79.0,13.0
1376,2015-04-10,20.0,67.5,10.0
1381,2015-04-11,9.0,40.67,12.5
1382,2015-04-11,10.0,85.42,23.85
1383,2015-04-11,11.0,81.54,37.69
1384,2015-04-11,12.0,76.36,30.91
1385,2015-04-11,13.0,66.67,22.73
1386,2015-04-11,14.0,82.14,20.0
1387,2015-04-11,15.0,71.0,20.0
1388,2015-04-11,16.0,77.5,20.0
1389,2015-04-11,17.0,64.5,12.5
1390,2015-04-11,18.0,62.69,8.33
1391,2015-04-11,19.0,68.18,8.64
1392,2015-04-11,20.0,44.55,5.0
1395,2015-04-12,9.0,20.91,7.27
1396,2015-04-12,10.0,74.55,20.45
1397,2015-04-12,11.0,63.33,30.0
1398,2015-04-12,12.0,62.0,21.5
1399,2015-04-12,13.0,70.0,20.0
1400,2015-04-12,14.0,63.18,10.0
1401,2015-04-12,15.0,62.22,10.56
1402,2015-04-12,16.0,56.82,12.73
1403,2015-04-12,17.0,62.73,8.64
1404,2015-04-12,18.0,56.25,5.0
1405,2015-04-12,19.0,41.36,5.0
1406,2015-04-12,20.0,32.92,5.0
1409,2015-04-13,9.0,34.62,8.64
1410,2015-04-13,10.0,70.0,17.5
1411,2015-04-13,11.0,76.15,25.0
1412,2015-04-13,12.0,62.69,20.0
1413,2015-04-13,13.0,59.09,7.5
1414,2015-04-13,14.0,51.67,5.0
1415,2015-04-13,15.0,52.0,5.0
1416,2015-04-13,16.0,56.0,5.0
1417,2015-04-13,17.0,57.08,5.0
1418,2015-04-13,18.0,38.33,5.0
1419,2015-04-13,19.0,42.92,5.0
1420,2015-04-13,20.0,21.0,5.0
1424,2015-04-14,9.0,36.54,13.0
1425,2015-04-14,10.0,62.22,21.0
1426,2015-04-14,11.0,80.0,27.73
1427,2015-04-14,12.0,56.25,16.25
1428,2015-04-14,13.0,46.5,15.0
1429,2015-04-14,14.0,54.55,8.18
1430,2015-04-14,15.0,50.77,10.0
1431,2015-04-14,16.0,44.55,6.36
1432,2015-04-14,17.0,44.5,5.0
1433,2015-04-14,18.0,45.0,5.0
1434,2015-04-14,19.0,37.27,5.0
1435,2015-04-14,20.0,33.5,5.0
1438,2015-04-15,9.0,16.67,5.0
1439,2015-04-15,10.0,54.55,16.82
1440,2015-04-15,11.0,56.67,13.75
1441,2015-04-15,12.0,51.82,19.55
1442,2015-04-15,13.0,47.5,5.0
1443,2015-04-15,14.0,60.62,5.0
1444,2015-04-15,15.0,49.17,5.0
1445,2015-04-15,16.0,42.27,5.0
1446,2015-04-15,17.0,43.33,5.0
1447,2015-04-15,18.0,38.64,5.0
1448,2015-04-15,19.0,30.42,5.0
1449,2015-04-15,20.0,21.25,5.0
1452,2015-04-16,9.0,17.0,5.0
1453,2015-04-16,10.0,66.11,19.44
1454,2015-04-16,11.0,60.83,28.18
1455,2015-04-16,12.0,52.14,17.86
1456,2015-04-16,13.0,46.0,16.0
1457,2015-04-16,14.0,49.44,5.0
1458,2015-04-16,15.0,45.91,5.0
1459,2015-04-16,16.0,59.44,5.0
1460,2015-04-16,17.0,45.5,5.0
1461,2015-04-16,18.0,57.92,5.0
1462,2015-04-16,19.0,92.5,5.0
1463,2015-04-16,20.0,25.0,5.0
1466,2015-04-17,9.0,45.83,10.38
1467,2015-04-17,10.0,75.0,24.29
1468,2015-04-17,11.0,94.17,28.18
1469,2015-04-17,12.0,76.15,25.0
1470,2015-04-17,13.0,74.23,12.31
1471,2015-04-17,14.0,79.44,10.0
1472,2015-04-17,15.0,71.54,13.85
1473,2015-04-17,16.0,62.08,14.23
1474,2015-04-17,17.0,59.17,6.67
1475,2015-04-17,18.0,52.5,6.36
1476,2015-04-17,19.0,66.5,10.0
1477,2015-04-17,20.0,39.58,5.0
1482,2015-04-18,9.0,50.45,9.55
1483,2015-04-18,10.0,82.0,28.0
1484,2015-04-18,11.0,85.83,30.0
1485,2015-04-18,12.0,78.75,29.17
1486,2015-04-18,13.0,81.0,18.5
1487,2015-04-18,14.0,74.5,15.0
1488,2015-04-18,15.0,73.33,15.0
1489,2015-04-18,16.0,73.33,18.46
1490,2015-04-18,17.0,68.85,16.92
1491,2015-04-18,18.0,56.25,12.08
1492,2015-04-18,19.0,53.64,11.82
1493,2015-04-18,20.0,50.42,10.0
1495,2015-04-19,9.0,34.55,10.45
1496,2015-04-19,10.0,58.75,19.55
1497,2015-04-19,11.0,75.91,37.5
1498,2015-04-19,12.0,66.82,20.0
1499,2015-04-19,13.0,59.55,15.0
1500,2015-04-19,14.0,53.18,15.0
1501,2015-04-19,15.0,57.27,18.75
1502,2015-04-19,16.0,68.64,26.36
1503,2015-04-19,17.0,70.42,20.83
1504,2015-04-19,18.0,50.0,14.62
1505,2015-04-19,19.0,40.42,5.0
1506,2015-04-19,20.0,39.17,5.0
1509,2015-04-20,9.0,35.33,10.38
1510,2015-04-20,10.0,59.09,24.17
1511,2015-04-20,11.0,55.0,30.91
1512,2015-04-20,12.0,62.92,23.21
1513,2015-04-20,13.0,52.08,13.33
1514,2015-04-20,14.0,57.27,20.5
1515,2015-04-20,15.0,56.5,5.45
1516,2015-04-20,16.0,69.55,5.83
1517,2015-04-20,17.0,47.14,7.31
1518,2015-04-20,18.0,37.92,5.0
1519,2015-04-20,19.0,26.0,5.0
1520,2015-04-20,20.0,16.33,5.0
1524,2015-04-21,9.0,48.64,11.82
1525,2015-04-21,10.0,63.85,30.83
1526,2015-04-21,11.0,72.08,40.0
1527,2015-04-21,12.0,54.17,24.17
1528,2015-04-21,13.0,54.55,10.91
1529,2015-04-21,14.0,47.92,15.0
1530,2015-04-21,15.0,50.83,16.25
1531,2015-04-21,16.0,60.42,15.91
1532,2015-04-21,17.0,47.0,5.0
1533,2015-04-21,18.0,45.45,5.0
1534,2015-04-21,19.0,40.0,5.0
1535,2015-04-21,20.0,32.5,5.0
1538,2015-04-22,9.0,19.23,6.36
1539,2015-04-22,10.0,65.0,22.08
1540,2015-04-22,11.0,64.5,24.0
1541,2015-04-22,12.0,66.25,15.0
1542,2015-04-22,13.0,50.91,6.82
1543,2015-04-22,14.0,51.67,5.0
1544,2015-04-22,15.0,45.42,10.77
1545,2015-04-22,16.0,50.45,10.0
1546,2015-04-22,17.0,40.42,6.25
1547,2015-04-22,18.0,48.12,5.0
1548,2015-04-22,19.0,44.5,5.0
1549,2015-04-22,20.0,27.27,5.0
